"","equipment","manufacturer","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_category","registration_aviation","operation_phase","type_operation","fu","occuence_year","classification"
"1120","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1973,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","SP",2012,"ACCIDENT"
"1121","HELICOPTER","EUROCOPTER DEUTSCHLAND","TURBOSHAFT",2,6250,7,1998,"D07","MULTIPLE","FINAL APPROXIMATION","AEROTAXI","AM",2012,"SERIOUS INCIDENT"
"1122","AIRPLANE","BOEING COMPANY","JET",2,411999,0,0,"***","UNKNOWN","ASCENSION","UNKNOWN","SP",2012,"SERIOUS INCIDENT"
"1123","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8000,10,1992,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1124","AIRPLANE","EMBRAER","TURBOPROP",2,6999,5,1977,"SAE-AL","SPECIALIZED","LOW ALTITUDE NAVIGATION","SPECIALIZED","MG",2012,"ACCIDENT"
"1125","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3399,5,1974,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2012,"ACCIDENT"
"1126","ULTRALIGHT","***","PISTON",1,1146,2,2007,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","MT",2012,"ACCIDENT"
"1127","AIRPLANE","EMBRAER","TURBOPROP",2,12500,7,1979,"TPX","AEROTAXI","LOW ALTITUDE NAVIGATION","AEROTAXI","RJ",2012,"ACCIDENT"
"1128","ULTRALIGHT","FABRICACAO PROPRIA","PISTON",1,0,0,0,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","BA",2012,"ACCIDENT"
"1129","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1978,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2012,"SERIOUS INCIDENT"
"1130","GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","WITHOUT TRACTION",0,1245,2,1989,"PRI","INSTRUCTION","FINAL APPROXIMATION","INSTRUCTION","SP",2012,"ACCIDENT"
"1131","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","RJ",2012,"ACCIDENT"
"1132","AIRPLANE","PIPER AIRCRAFT","PISTON",2,6728,3,1973,"SAE-AL","SPECIALIZED","FINAL STRETCH","SPECIALIZED","RJ",2012,"ACCIDENT"
"1133","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2149,4,1971,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1134","AIRPLANE","EMBRAER","PISTON",1,3968,1,2010,"TPP","PRIVATE","LANDING","AGRICULTURAL","MT",2012,"ACCIDENT"
"1135","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1992,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2012,"ACCIDENT"
"1136","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2010,"TPP","PRIVATE","UNKNOWN","PRIVATE","SP",2012,"ACCIDENT"
"1137","AIRPLANE","CESSNA AIRCRAFT","JET",2,12500,10,2007,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2012,"SERIOUS INCIDENT"
"1138","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4960,6,2012,"TPP","PRIVATE","CRUISE","PRIVATE","PI",2012,"SERIOUS INCIDENT"
"1139","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1673,2,1980,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1140","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",2,11199,16,1992,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","AM",2012,"ACCIDENT"
"1141","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1972,"PRI","INSTRUCTION","TRAFFIC CIRCUIT","INSTRUCTION","GO",2012,"ACCIDENT"
"1142","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1974,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","RR",2012,"ACCIDENT"
"1143","AIRPLANE","HAWKER BEECHCRAFT","TURBOPROP",2,12500,11,2008,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","MG",2012,"ACCIDENT"
"1144","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1993,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2012,"SERIOUS INCIDENT"
"1145","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,0,1975,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2012,"ACCIDENT"
"1146","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1977,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1147","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1148","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1980,"PRI","INSTRUCTION","FINAL APPROXIMATION","INSTRUCTION","MG",2012,"ACCIDENT"
"1149","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,7,1988,"TPX","AEROTAXI","CRUISE","AEROTAXI","AM",2012,"ACCIDENT"
"1150","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1997,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1151","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1987,"TPP","PRIVATE","RUN AFTER LANDING","INSTRUCTION","SP",2012,"ACCIDENT"
"1152","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2299,4,1974,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2012,"ACCIDENT"
"1153","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,4960,6,2009,"TPP","PRIVATE","LANDING","PRIVATE","BA",2012,"ACCIDENT"
"1154","AIRPLANE","CESSNA AIRCRAFT","JET",2,15899,11,1990,"TPX","AEROTAXI","LANDING","AEROTAXI","RJ",2012,"SERIOUS INCIDENT"
"1155","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1969,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2012,"SERIOUS INCIDENT"
"1156","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1980,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1157","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1971,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","RS",2012,"SERIOUS INCIDENT"
"1158","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1974,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","AM",2012,"SERIOUS INCIDENT"
"1159","AIRPLANE","EMBRAER","PISTON",2,4570,6,1976,"TPP","PRIVATE","LANDING","PRIVATE","AM",2012,"SERIOUS INCIDENT"
"1160","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1300,2,1992,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2012,"ACCIDENT"
"1161","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1673,2,1980,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1162","AIRPLANE","BOEING COMPANY","JET",2,350005,0,0,"***","UNKNOWN","TAKEOFF","UNKNOWN","SP",2012,"ACCIDENT"
"1163","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3999,6,1980,"TPP","PRIVATE","CRUISE","PRIVATE","MS",2012,"ACCIDENT"
"1164","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2449,4,1998,"TPP","PRIVATE","UNKNOWN","PRIVATE","AP",2012,"ACCIDENT"
"1165","HELICOPTER","AGUSTA","TURBOSHAFT",2,6999,8,2011,"TPX","AEROTAXI","GROUND OPERATION","AEROTAXI","RJ",2012,"ACCIDENT"
"1166","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1992,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RS",2012,"SERIOUS INCIDENT"
"1167","AIRPLANE","DIAMOND AIRCRAFT","PISTON",1,1763,2,2012,"PRI","INSTRUCTION","RUSH ON THE GROUND","INSTRUCTION","SP",2012,"ACCIDENT"
"1168","AIRPLANE","XAVANTE","PISTON",1,1851,2,1971,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","GO",2012,"ACCIDENT"
"1169","AIRPLANE","EMBRAER","PISTON",2,4570,7,1980,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","MA",2012,"ACCIDENT"
"1170","ULTRALIGHT","***","PISTON",1,925,2,2007,"PET","EXPERIMENTAL","CRUISE","EXPERIMENTAL","SP",2012,"ACCIDENT"
"1171","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1992,"PRI","INSTRUCTION","LANDING","INSTRUCTION","MG",2012,"SERIOUS INCIDENT"
"1172","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,5350,7,2012,"TPP","PRIVATE","CRUISE","PRIVATE","BA",2012,"ACCIDENT"
"1173","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2200,1,1951,"SAE-AP","SPECIALIZED","SPECIALIZED","SPECIALIZED","BA",2012,"ACCIDENT"
"1174","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,2004,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2012,"ACCIDENT"
"1175","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1987,"TPP","PRIVATE","CRUISE","PRIVATE","PA",2012,"SERIOUS INCIDENT"
"1176","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,49603,73,2010,"TPR","REGULAR","LANDING","REGULAR","BA",2012,"SERIOUS INCIDENT"
"1177","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",2,8999,8,2001,"TPX","AEROTAXI","PARKING","AEROTAXI","PA",2012,"ACCIDENT"
"1178","AIRPLANE","EMBRAER","PISTON",2,4570,6,1980,"TPP","PRIVATE","ASCENSION","PRIVATE","BA",2012,"ACCIDENT"
"1179","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1978,"TPP","PRIVATE","LANDING","PRIVATE","MG",2012,"ACCIDENT"
"1180","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2008,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1181","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1981,"M24","MULTIPLE","TAKEOFF","AEROTAXI","PR",2012,"ACCIDENT"
"1182","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,1946,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2012,"ACCIDENT"
"1183","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1980,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","PR",2012,"ACCIDENT"
"1184","AIRPLANE","PIPER AIRCRAFT","PISTON",1,3600,6,2003,"TPP","PRIVATE","LANDING","PRIVATE","MT",2012,"ACCIDENT"
"1185","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1974,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","RR",2012,"ACCIDENT"
"1186","AIRPLANE","MCDONNELL DOUGLAS","JET",3,630499,0,0,"EXT","UNKNOWN","LANDING","NOT REGULAR","SP",2012,"ACCIDENT"
"1187","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2751,4,1979,"TPX","AEROTAXI","ASCENSION","AEROTAXI","PA",2012,"ACCIDENT"
"1188","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1970,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","SP",2012,"ACCIDENT"
"1189","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1992,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","PR",2012,"ACCIDENT"
"1190","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,6,2011,"TPP","PRIVATE","TAKEOFF","PRIVATE","TO",2012,"ACCIDENT"
"1191","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1979,"TPP","PRIVATE","CRUISE","PRIVATE","MS",2012,"ACCIDENT"
"1192","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,0,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1193","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1991,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2012,"SERIOUS INCIDENT"
"1194","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,11,1996,"TPX","AEROTAXI","CRUISE","AEROTAXI","AM",2012,"SERIOUS INCIDENT"
"1195","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1984,"TPX","AEROTAXI","LANDING","AEROTAXI","AM",2012,"ACCIDENT"
"1196","AIRPLANE","EMBRAER","PISTON",2,4570,6,1977,"TPP","PRIVATE","LANDING","PRIVATE","SP",2012,"SERIOUS INCIDENT"
"1197","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,50706,75,2012,"TPR","REGULAR","LANDING","REGULAR","PR",2012,"SERIOUS INCIDENT"
"1198","AIRPLANE","XAVANTE","PISTON",1,1851,2,1978,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","GO",2012,"SERIOUS INCIDENT"
"1199","AIRPLANE","EMBRAER","JET",2,10471,6,2010,"TPP","PRIVATE","LANDING","PRIVATE","RS",2012,"ACCIDENT"
"1200","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1981,"TPP","PRIVATE","LANDING","PRIVATE","AM",2012,"SERIOUS INCIDENT"
"1201","AIRPLANE","PIPER AIRCRAFT","TURBOPROP",2,8999,7,1981,"TPP","PRIVATE","LANDING","PRIVATE","SP",2012,"SERIOUS INCIDENT"
"1202","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1989,"TPP","PRIVATE","LANDING","PRIVATE","SP",2012,"ACCIDENT"
"1203","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1995,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","RS",2012,"ACCIDENT"
"1204","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2009,"S00","MULTIPLE","CRUISE","NOT REGULAR","BA",2012,"ACCIDENT"
"1205","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2550,4,1981,"TPP","PRIVATE","DESCEND","PRIVATE","MG",2012,"ACCIDENT"
"1206","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5299,6,1968,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2012,"ACCIDENT"
"1207","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1973,"TPX","AEROTAXI","LANDING","AEROTAXI","PA",2012,"ACCIDENT"
"1208","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1969,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","MS",2012,"ACCIDENT"
"1209","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1977,"SAE-AG","AGRICULTURAL","TRAFFIC CIRCUIT","AGRICULTURAL","MT",2012,"ACCIDENT"
"1210","AIRPLANE","PIPER AIRCRAFT","PISTON",2,6499,8,1974,"TPP","PRIVATE","CRUISE","PRIVATE","GO",2012,"ACCIDENT"
"1211","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1981,"PRI","INSTRUCTION","RUSH IN THE AIR","INSTRUCTION","GO",2012,"ACCIDENT"
"1212","AIRPLANE","AEROMOT","PISTON",1,2314,2,2007,"ADE","DIRECT ADMINISTRATION","LANDING","POLICIAL","BA",2012,"ACCIDENT"
"1213","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1988,"TPX","AEROTAXI","LANDING","AEROTAXI","GO",2012,"ACCIDENT"
"1214","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,6,2010,"TPP","PRIVATE","TAXI","PRIVATE","MG",2012,"ACCIDENT"
"1215","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1985,"SAE","SPECIALIZED","SPECIALIZED","AGRICULTURAL","RS",2012,"ACCIDENT"
"1216","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1977,"TPP","PRIVATE","CRUISE","PRIVATE","PR",2012,"ACCIDENT"
"1217","AIRPLANE","CESSNA AIRCRAFT","JET",2,13869,10,2007,"TPX","AEROTAXI","LANDING","AEROTAXI","SP",2012,"ACCIDENT"
"1218","ULTRALIGHT","***","PISTON",1,925,2,2008,"PET","EXPERIMENTAL","ANOTHER PHASE","EXPERIMENTAL","PR",2012,"ACCIDENT"
"1219","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,6,2001,"TPP","PRIVATE","LANDING","PRIVATE","PR",2012,"SERIOUS INCIDENT"
"1220","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2012,"SERIOUS INCIDENT"
"1221","AIRPLANE","BOEING COMPANY","JET",2,137308,156,1988,"TPR","REGULAR","CRUISE","REGULAR","DF",2012,"SERIOUS INCIDENT"
"1222","AIRPLANE","BOEING COMPANY","JET",2,137308,156,1988,"TPR","REGULAR","DESCEND","REGULAR","PE",2012,"SERIOUS INCIDENT"
"1223","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,41005,52,1996,"TPR","REGULAR","TAKEOFF","REGULAR","MG",2012,"SERIOUS INCIDENT"
"1224","ULTRALIGHT","***","PISTON",1,1157,2,1987,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","PR",2012,"ACCIDENT"
"1225","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1995,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2012,"ACCIDENT"
"1226","AIRPLANE","PIPER AIRCRAFT","TURBOPROP",2,9473,7,1983,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","PR",2012,"ACCIDENT"
"1227","AIRPLANE","EMBRAER","PISTON",1,3968,1,2011,"TPP","PRIVATE","TAKEOFF","AGRICULTURAL","MT",2012,"ACCIDENT"
"1228","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,1947,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2012,"ACCIDENT"
"1229","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1975,"SAE-AG","AGRICULTURAL","LANDING","AGRICULTURAL","GO",2012,"ACCIDENT"
"1230","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1980,"ADE","DIRECT ADMINISTRATION","RUN AFTER LANDING","POLICIAL","MS",2012,"ACCIDENT"
"1231","AIRPLANE","JULIO CESAR MANDELLI","PISTON",1,2138,3,2010,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","SC",2012,"ACCIDENT"
"1232","ULTRALIGHT","***","PISTON",1,1653,2,2009,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","PE",2012,"ACCIDENT"
"1233","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1300,2,2001,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RJ",2012,"ACCIDENT"
"1234","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1994,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","RJ",2012,"ACCIDENT"
"1235","AIRPLANE","EMBRAER","PISTON",2,4570,7,1980,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","MT",2012,"ACCIDENT"
"1236","AIRPLANE","***","PISTON",1,4155,2,2007,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","SP",2012,"ACCIDENT"
"1237","AIRPLANE","XAVANTE","PISTON",1,1851,2,1978,"PRI","INSTRUCTION","LANDING","INSTRUCTION","MG",2012,"SERIOUS INCIDENT"
"1238","ULTRALIGHT","***","PISTON",1,870,2,2001,"PET","EXPERIMENTAL","RUN AFTER LANDING","EXPERIMENTAL","PB",2012,"ACCIDENT"
"1239","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2649,4,1961,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2012,"ACCIDENT"
"1240","AIRPLANE","IVAN MOLCHAN","PISTON",1,947,2,1985,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","GO",2012,"ACCIDENT"
"1241","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,4629,6,1994,"TPP","PRIVATE","LANDING","PRIVATE","GO",2012,"ACCIDENT"
"1242","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1976,"TPP","PRIVATE","LOW ALTITUDE NAVIGATION","PRIVATE","MG",2012,"ACCIDENT"
"1243","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2949,4,1973,"TPP","PRIVATE","LANDING","PRIVATE","MG",2012,"ACCIDENT"
"1244","AIRPLANE","EMBRAER","PISTON",2,4570,7,1980,"PRI","INSTRUCTION","LANDING","INSTRUCTION","MG",2012,"SERIOUS INCIDENT"
"1245","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2002,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","RS",2012,"ACCIDENT"
"1246","ULTRALIGHT","***","PISTON",1,1051,2,2003,"PET","EXPERIMENTAL","CRUISE","EXPERIMENTAL","ES",2012,"ACCIDENT"
"1247","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1989,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2012,"SERIOUS INCIDENT"
"1248","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1371,2,2011,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2012,"ACCIDENT"
"1249","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5500,6,1998,"TPP","PRIVATE","LANDING","PRIVATE","MT",2012,"ACCIDENT"
"1250","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2001,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2012,"ACCIDENT"
"1251","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1971,"TPP","PRIVATE","SPECIALIZED","AGRICULTURAL","MT",2012,"ACCIDENT"
"1252","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1993,"TPP","PRIVATE","LANDING","PRIVATE","MT",2012,"ACCIDENT"
"1253","AIRPLANE","EMBRAER","PISTON",1,3968,1,2012,"TPP","PRIVATE","RUN AFTER LANDING","AGRICULTURAL","MT",2012,"ACCIDENT"
"1254","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1981,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","RS",2012,"ACCIDENT"
"1255","AIRPLANE","EMBRAER","PISTON",1,3968,1,2008,"TPP","PRIVATE","SPECIALIZED","AGRICULTURAL","RS",2012,"ACCIDENT"
"1256","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1966,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","SP",2012,"ACCIDENT"
"1257","AIRPLANE","PIPER AIRCRAFT","PISTON",2,6499,8,1973,"TPX","AEROTAXI","LANDING","AEROTAXI","PA",2012,"SERIOUS INCIDENT"
"1258","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1992,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1259","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1960,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2012,"SERIOUS INCIDENT"
"1260","ULTRALIGHT","MAULE AIRCRAFT","PISTON",1,0,0,0,"PEX","EXPERIMENTAL","FINAL APPROXIMATION","EXPERIMENTAL","SP",2012,"ACCIDENT"
"1261","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1977,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MS",2012,"ACCIDENT"
"1262","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1978,"SAE-AG","AGRICULTURAL","UNKNOWN","AGRICULTURAL","RS",2012,"SERIOUS INCIDENT"
"1263","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4960,6,2008,"ADE","DIRECT ADMINISTRATION","MANEUVER","POLICIAL","RJ",2012,"ACCIDENT"
"1264","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2550,4,2001,"PRI","INSTRUCTION","RUSH IN THE AIR","INSTRUCTION","MG",2012,"ACCIDENT"
"1265","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2010,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","RJ",2012,"ACCIDENT"
"1266","AIRPLANE","CLAIBER VIEIRA BORGES","PISTON",1,1798,2,2012,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","MG",2012,"ACCIDENT"
"1267","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2799,4,1962,"TPP","PRIVATE","ENGINE START","PRIVATE","PA",2012,"ACCIDENT"
"1268","ULTRALIGHT","FABRICACAO PROPRIA","UNKNOWN",0,0,0,0,"PET","EXPERIMENTAL","LOW ALTITUDE NAVIGATION","EXPERIMENTAL","MG",2012,"ACCIDENT"
"1269","AIRPLANE","PIPER AIRCRAFT","PISTON",1,4340,6,2011,"TPP","PRIVATE","TAKEOFF","PRIVATE","RJ",2012,"ACCIDENT"
"1270","AIRPLANE","ALLIANCE AIRCRAFT","PISTON",1,3395,6,1973,"TPP","PRIVATE","UNKNOWN","PRIVATE","PR",2012,"ACCIDENT"
"1271","AIRPLANE","EMBRAER","PISTON",2,4750,6,1993,"TPP","PRIVATE","LANDING","PRIVATE","MT",2013,"ACCIDENT"
"1272","AIRPLANE","EMBRAER","PISTON",2,4570,6,1979,"TPX","AEROTAXI","RUSH IN THE AIR","AEROTAXI","AM",2013,"ACCIDENT"
"1273","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1997,"ADE","DIRECT ADMINISTRATION","LANDING","NOT REGULAR","PB",2013,"ACCIDENT"
"1274","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,2008,"TPX","AEROTAXI","LOW ALTITUDE NAVIGATION","AEROTAXI","SP",2013,"ACCIDENT"
"1275","AIRPLANE","EMBRAER","PISTON",1,3968,1,2012,"TPP","PRIVATE","LANDING","AGRICULTURAL","MT",2013,"ACCIDENT"
"1276","AIRPLANE","PIPER AIRCRAFT","TURBOPROP",2,8699,7,1980,"TPP","PRIVATE","ENGINE START","PRIVATE","PR",2013,"ACCIDENT"
"1277","HELICOPTER","ROBINSON HELICOPTER","TURBOSHAFT",1,2700,5,2011,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2013,"ACCIDENT"
