"","equipment","manufacturer","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_category","registration_aviation","operation_phase","type_operation","fu","occuence_year","classification"
"658","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1973,"TPX","AEROTAXI","ASCENSION","AEROTAXI","RR",2010,"ACCIDENT"
"659","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4940,6,1969,"TPP","PRIVATE","LANDING","PRIVATE","SP",2010,"ACCIDENT"
"660","HELICOPTER","AGUSTA","TURBOSHAFT",2,6283,8,2001,"TPX","AEROTAXI","TAXI","AEROTAXI","SP",2010,"SERIOUS INCIDENT"
"661","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2400,4,1999,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2010,"ACCIDENT"
"662","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4199,6,1972,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","SP",2010,"SERIOUS INCIDENT"
"663","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1671,2,1979,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","PR",2010,"SERIOUS INCIDENT"
"664","AIRPLANE","CESSNA AIRCRAFT","JET",2,11849,7,1981,"TPP","PRIVATE","LANDING","PRIVATE","RJ",2010,"ACCIDENT"
"665","AIRPLANE","TERRA AMBIENTAL E INCORPORADORA LTDA","PISTON",1,2698,2,2010,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","RJ",2010,"SERIOUS INCIDENT"
"666","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,7,1978,"TPX","AEROTAXI","CRUISE","AEROTAXI","PA",2010,"ACCIDENT"
"667","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2009,"TPP","PRIVATE","CRUISE","PRIVATE","PA",2010,"ACCIDENT"
"668","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3099,4,1979,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","PA",2010,"SERIOUS INCIDENT"
"669","AIRPLANE","RAYTHEON AIRCRAFT","JET",2,27401,10,1990,"TPX","AEROTAXI","ENGINE START","AEROTAXI","SP",2010,"ACCIDENT"
"670","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2005,"TPP","PRIVATE","LANDING","PRIVATE","MA",2010,"ACCIDENT"
"671","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1976,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","PA",2010,"ACCIDENT"
"672","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1977,"TPP","PRIVATE","LANDING","PRIVATE","MA",2010,"SERIOUS INCIDENT"
"673","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2200,4,1957,"TPP","PRIVATE","LOW ALTITUDE NAVIGATION","PRIVATE","MS",2010,"ACCIDENT"
"674","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1993,"SAE","SPECIALIZED","ANOTHER PHASE","SPECIALIZED","RS",2010,"ACCIDENT"
"675","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2949,4,1973,"TPX","AEROTAXI","CRUISE","AEROTAXI","PA",2010,"SERIOUS INCIDENT"
"676","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4199,6,1972,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","RS",2010,"SERIOUS INCIDENT"
"677","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2749,4,1980,"TPP","PRIVATE","TAKEOFF","PRIVATE","RS",2010,"SERIOUS INCIDENT"
"678","ULTRALIGHT","***","PISTON",1,925,2,2003,"PET","EXPERIMENTAL","ANOTHER PHASE","EXPERIMENTAL","PR",2010,"ACCIDENT"
"679","ULTRALIGHT","***","PISTON",1,679,2,1998,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","SC",2010,"ACCIDENT"
"680","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1997,"TPP","PRIVATE","LANDING","PRIVATE","GO",2010,"ACCIDENT"
"681","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1980,"TPX","AEROTAXI","LANDING","AEROTAXI","RR",2010,"ACCIDENT"
"682","AIRPLANE","BEECH AIRCRAFT","PISTON",1,2998,4,1962,"TPP","PRIVATE","LANDING","PRIVATE","BA",2010,"ACCIDENT"
"683","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2010,"ACCIDENT"
"684","ULTRALIGHT","***","PISTON",1,1322,2,2007,"PET","EXPERIMENTAL","ENGINE START","EXPERIMENTAL","SC",2010,"ACCIDENT"
"685","ULTRALIGHT","***","PISTON",1,1058,2,1999,"PET","EXPERIMENTAL","ASCENSION","EXPERIMENTAL","MG",2010,"ACCIDENT"
"686","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2006,"TPP","PRIVATE","TAKEOFF","PRIVATE","RJ",2010,"ACCIDENT"
"687","AIRPLANE","HAWKER BEECHCRAFT","JET",2,12500,8,2008,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","MG",2010,"SERIOUS INCIDENT"
"688","AIRPLANE","BOEING COMPANY","JET",3,178001,5,1969,"TPR","REGULAR","PARKING","REGULAR","SP",2009,"SERIOUS INCIDENT"
"689","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3099,4,2001,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","PE",2010,"ACCIDENT"
"690","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1994,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","PR",2010,"ACCIDENT"
"691","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,4,1998,"TPX","AEROTAXI","CRUISE","AEROTAXI","SP",2010,"SERIOUS INCIDENT"
"692","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1976,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2010,"ACCIDENT"
"693","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2004,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2010,"ACCIDENT"
"694","AIRPLANE","EMBRAER","TURBOPROP",2,8000,7,1988,"TPX","AEROTAXI","LANDING","AEROTAXI","MS",2010,"SERIOUS INCIDENT"
"695","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1371,2,1995,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","GO",2010,"ACCIDENT"
"696","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1980,"SAE","SPECIALIZED","SPECIALIZED","SPECIALIZED","MS",2010,"ACCIDENT"
"697","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1499,2,1950,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2010,"ACCIDENT"
"698","AIRPLANE","CIRRUS DESIGN","PISTON",1,2899,4,2008,"TPP","PRIVATE","TAKEOFF","PRIVATE","BA",2010,"ACCIDENT"
"699","AIRPLANE","EMBRAER","PISTON",2,4570,4,1977,"SAE","SPECIALIZED","DESCEND","SPECIALIZED","BA",2010,"ACCIDENT"
"700","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,4,0,"TPP","PRIVATE","ASCENSION","PRIVATE","PA",2010,"ACCIDENT"
"701","AIRPLANE","PIPER AIRCRAFT","PISTON",2,6499,4,1970,"SAE","SPECIALIZED","SPECIALIZED","SPECIALIZED","PA",2010,"ACCIDENT"
"702","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3798,0,0,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2010,"ACCIDENT"
"703","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1962,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2010,"ACCIDENT"
"704","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1976,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2010,"ACCIDENT"
"705","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","RUSH ON THE GROUND","INSTRUCTION","PR",2010,"ACCIDENT"
"706","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1300,2,1992,"PRI","INSTRUCTION","TAXI","INSTRUCTION","SP",2010,"ACCIDENT"
"707","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,11,1996,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","SP",2010,"ACCIDENT"
"708","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1980,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2010,"ACCIDENT"
"709","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,9649,8,0,"TPP","PRIVATE","TRAFFIC CIRCUIT","PRIVATE","PR",2010,"ACCIDENT"
"710","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5000,6,1973,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2010,"ACCIDENT"
"711","AIRPLANE","EMBRAER","PISTON",2,6999,5,1978,"SAE","SPECIALIZED","LOW ALTITUDE NAVIGATION","SPECIALIZED","AL",2010,"SERIOUS INCIDENT"
"712","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1993,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2010,"SERIOUS INCIDENT"
"713","AIRPLANE","BOEING COMPANY","JET",2,138498,156,1997,"TPR","REGULAR","DESCEND","REGULAR","DF",2010,"SERIOUS INCIDENT"
"714","AIRPLANE","BOEING COMPANY","JET",2,134997,156,1993,"TPR","REGULAR","ASCENSION","REGULAR","RJ",2010,"SERIOUS INCIDENT"
"715","AIRPLANE","PIPER AIRCRAFT","PISTON",2,3600,6,1968,"PRI","INSTRUCTION","DESCEND","INSTRUCTION","GO",2010,"SERIOUS INCIDENT"
"716","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1371,2,1998,"SAE","SPECIALIZED","SPECIALIZED","SPECIALIZED","SP",2010,"ACCIDENT"
"717","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,6300,10,1973,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","PI",2010,"ACCIDENT"
"718","AMPHIBIOUS","LAKE AIRCRAFT","PISTON",1,2689,4,1980,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","PA",2010,"SERIOUS INCIDENT"
"719","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2149,4,1972,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","MG",2010,"SERIOUS INCIDENT"
"720","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1975,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","PE",2010,"ACCIDENT"
"721","ULTRALIGHT","AEROBRAVO LTDA","PISTON",1,1278,2,2008,"PET","EXPERIMENTAL","RUN AFTER LANDING","EXPERIMENTAL","SC",2010,"ACCIDENT"
"722","ULTRALIGHT","***","PISTON",1,1653,1,2008,"PET","EXPERIMENTAL","DESCEND","EXPERIMENTAL","MG",2010,"ACCIDENT"
"723","AIRPLANE","EMBRAER","PISTON",2,6999,10,1976,"TPX","AEROTAXI","LANDING","AEROTAXI","BA",2011,"ACCIDENT"
"724","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1991,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2011,"ACCIDENT"
"725","AIRPLANE","EMBRAER","JET",2,48479,54,2001,"TPR","REGULAR","RUN AFTER LANDING","REGULAR","SP",2011,"SERIOUS INCIDENT"
"726","HELICOPTER","HUGHES HELICOPTER","PISTON",1,1673,2,1964,"TPP","PRIVATE","TAKEOFF","PRIVATE","RJ",2011,"ACCIDENT"
"727","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1975,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","RS",2011,"ACCIDENT"
"728","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1970,"SAE-AG","AGRICULTURAL","ANOTHER PHASE","AGRICULTURAL","SC",2011,"ACCIDENT"
"729","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1979,"SAE","SPECIALIZED","LANDING","SPECIALIZED","RS",2010,"SERIOUS INCIDENT"
"730","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,11,2009,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","AC",2011,"ACCIDENT"
"731","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2004,"TPP","PRIVATE","LANDING","PRIVATE","MT",2011,"ACCIDENT"
"732","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1975,"SAE-AG","AGRICULTURAL","ANOTHER PHASE","AGRICULTURAL","RS",2011,"ACCIDENT"
"733","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,12500,12,1981,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","GO",2011,"ACCIDENT"
"734","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1980,"TPP","PRIVATE","CRUISE","PRIVATE","AM",2011,"ACCIDENT"
"735","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4960,6,1997,"SAE","SPECIALIZED","SPECIALIZED","SPECIALIZED","RJ",2011,"SERIOUS INCIDENT"
"736","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1969,"TPP","PRIVATE","TAXI","PRIVATE","SE",2010,"ACCIDENT"
"737","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5092,6,1966,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","CE",2010,"ACCIDENT"
"738","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1985,"SAE","SPECIALIZED","TAKEOFF","SPECIALIZED","SP",2010,"ACCIDENT"
"739","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1993,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","SP",2010,"ACCIDENT"
"740","GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","WITHOUT TRACTION",0,617,1,1983,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","GO",2010,"ACCIDENT"
"741","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1992,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2010,"ACCIDENT"
"742","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1976,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2010,"ACCIDENT"
"743","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,0,0,0,"***","UNKNOWN","UNKNOWN","UNKNOWN","PA",2010,"ACCIDENT"
"744","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1998,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","RS",2011,"ACCIDENT"
"745","AIRPLANE","EMBRAER","PISTON",2,4570,6,1978,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","AM",2011,"SERIOUS INCIDENT"
"746","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3650,0,0,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2011,"ACCIDENT"
"747","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1968,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","SP",2011,"ACCIDENT"
"748","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1981,"TPP","PRIVATE","ANOTHER PHASE","PRIVATE","PR",2011,"ACCIDENT"
"749","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2550,4,1979,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2011,"ACCIDENT"
"750","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1977,"PRI","INSTRUCTION","RUSH IN THE AIR","INSTRUCTION","MS",2011,"ACCIDENT"
"751","ULTRALIGHT","***","PISTON",1,1080,2,1998,"PET","EXPERIMENTAL","ASCENSION","EXPERIMENTAL","PR",2010,"ACCIDENT"
"752","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2949,4,1974,"TPP","PRIVATE","RUSH ON THE GROUND","PRIVATE","PA",2011,"ACCIDENT"
"753","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1983,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MA",2011,"ACCIDENT"
"754","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2007,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2011,"ACCIDENT"
"755","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,9649,7,1979,"TPX","AEROTAXI","LANDING","AEROTAXI","RJ",2011,"ACCIDENT"
"756","ULTRALIGHT","FABRICACAO PROPRIA","PISTON",1,919,0,0,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","RJ",2011,"ACCIDENT"
"757","ULTRALIGHT","***","PISTON",1,919,2,1990,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","RJ",2011,"ACCIDENT"
"758","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1973,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","DF",2011,"SERIOUS INCIDENT"
"759","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,48501,71,1995,"TPR","REGULAR","RUN AFTER LANDING","REGULAR","PA",2011,"ACCIDENT"
"760","AIRPLANE","PIPER AIRCRAFT","PISTON",1,3600,7,1999,"TPP","PRIVATE","LANDING","PRIVATE","MT",2011,"ACCIDENT"
"761","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1960,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","SP",2011,"ACCIDENT"
"762","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1978,"TPP","PRIVATE","TAKEOFF","PRIVATE","MT",2011,"ACCIDENT"
"763","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1977,"SAE-AG","AGRICULTURAL","ANOTHER PHASE","AGRICULTURAL","RS",2011,"ACCIDENT"
"764","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1294,2,1963,"PRI","INSTRUCTION","RUSH ON THE GROUND","INSTRUCTION","SP",2011,"ACCIDENT"
"765","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,1946,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","PR",2011,"SERIOUS INCIDENT"
"766","ULTRALIGHT","HENRIQUE HAMILTON CERQUEIRA SANTOS","PISTON",1,1613,2,2009,"PET","EXPERIMENTAL","FINAL APPROXIMATION","EXPERIMENTAL","PE",2011,"ACCIDENT"
"767","ULTRALIGHT","***","PISTON",1,782,2,2002,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","RJ",2010,"ACCIDENT"
"768","AIRPLANE","EMBRAER","PISTON",1,3968,1,2009,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2011,"ACCIDENT"
"769","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3600,6,1980,"TPP","PRIVATE","TAKEOFF","PRIVATE","PR",2011,"ACCIDENT"
"770","HELICOPTER","SIKORSKY AIRCRAFT","TURBOSHAFT",2,10500,14,1981,"TPX","AEROTAXI","TRAFFIC CIRCUIT","AEROTAXI","RJ",2011,"SERIOUS INCIDENT"
"771","HELICOPTER","AGUSTA","TURBOSHAFT",2,6613,8,2006,"TPP","PRIVATE","HOVERING","PRIVATE","RJ",2011,"SERIOUS INCIDENT"
"772","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2649,4,1973,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2011,"ACCIDENT"
"773","AIRPLANE","EMBRAER","PISTON",2,6999,10,1976,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","PR",2011,"ACCIDENT"
"774","AIRPLANE","EMBRAER","PISTON",1,3968,1,2009,"TPP","PRIVATE","TAKEOFF","PRIVATE","BA",2011,"ACCIDENT"
"775","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,0,0,"TPP","PRIVATE","TAKEOFF","PRIVATE","GO",2011,"ACCIDENT"
"776","HELICOPTER","SIKORSKY AIRCRAFT","TURBOSHAFT",2,11699,14,2004,"TPX","AEROTAXI","ASCENSION","AEROTAXI","ES",2011,"SERIOUS INCIDENT"
"777","AIRPLANE","EMBRAER","PISTON",2,4750,6,1985,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","MT",2011,"SERIOUS INCIDENT"
"778","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,4960,6,2009,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","GO",2011,"ACCIDENT"
"779","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,0,0,"TPP","PRIVATE","CRUISE","PRIVATE","MS",2011,"ACCIDENT"
"780","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1990,"TPP","PRIVATE","ASCENSION","PRIVATE","AC",2011,"ACCIDENT"
"781","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3600,6,1972,"TPP","PRIVATE","TRAFFIC CIRCUIT","PRIVATE","PA",2011,"ACCIDENT"
"782","AIRPLANE","EMBRAER","PISTON",1,3968,1,2008,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","BA",2011,"ACCIDENT"
"783","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1995,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2011,"ACCIDENT"
"784","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2006,"TPP","PRIVATE","TAXI","PRIVATE","SE",2011,"ACCIDENT"
"785","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2400,4,2000,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2011,"ACCIDENT"
"786","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3399,7,1978,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2011,"ACCIDENT"
"787","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3798,6,1973,"TPP","PRIVATE","TAXI","PRIVATE","GO",2011,"ACCIDENT"
"788","ULTRALIGHT","***","PISTON",1,1256,2,2007,"PET","EXPERIMENTAL","ANOTHER PHASE","EXPERIMENTAL","SP",2011,"ACCIDENT"
"789","AIRPLANE","EMBRAER","PISTON",2,6999,8,1978,"TPX","AEROTAXI","TAXI","AEROTAXI","PE",2011,"SERIOUS INCIDENT"
"790","AIRPLANE","PIPER AIRCRAFT","UNKNOWN",0,2899,0,0,"TPP","PRIVATE","LANDING","PRIVATE","MA",2011,"SERIOUS INCIDENT"
"791","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2649,4,1974,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2011,"SERIOUS INCIDENT"
"792","AIRPLANE","CESSNA AIRCRAFT","JET",2,15099,10,1988,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","DF",2011,"SERIOUS INCIDENT"
"793","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1998,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2011,"ACCIDENT"
"794","HELICOPTER","HELIBRAS","TURBOSHAFT",2,5599,6,1988,"TPX","AEROTAXI","DESCEND","AEROTAXI","RR",2011,"ACCIDENT"
"795","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1991,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SC",2011,"ACCIDENT"
"796","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,2002,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","MT",2011,"ACCIDENT"
"797","ULTRALIGHT","***","PISTON",1,1058,2,2000,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","MT",2011,"ACCIDENT"
"798","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1750,2,1994,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","SP",2011,"ACCIDENT"
"799","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1976,"SAE-AG","AGRICULTURAL","UNKNOWN","AGRICULTURAL","MT",2010,"ACCIDENT"
"800","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2550,4,1986,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","ES",2011,"ACCIDENT"
"801","AIRPLANE","EMBRAER","PISTON",2,6999,8,1980,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2011,"ACCIDENT"
"802","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1985,"TPP","PRIVATE","LANDING","PRIVATE","TO",2011,"SERIOUS INCIDENT"
"803","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1974,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","PA",2011,"SERIOUS INCIDENT"
"804","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1995,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2011,"ACCIDENT"
"805","AIRPLANE","EMBRAER","PISTON",2,4570,6,1977,"TPP","PRIVATE","TAKEOFF","PRIVATE","AM",2011,"ACCIDENT"
"806","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1992,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","PR",2011,"ACCIDENT"
"807","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1978,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","MG",2011,"SERIOUS INCIDENT"
"808","GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","WITHOUT TRACTION",0,1245,2,1988,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","PR",2011,"ACCIDENT"
"809","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2899,4,1985,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MS",2011,"ACCIDENT"
"810","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1984,"TPP","PRIVATE","ASCENSION","PRIVATE","SP",2011,"ACCIDENT"
"811","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,49603,73,2010,"TPR","REGULAR","ASCENSION","REGULAR","MT",2011,"SERIOUS INCIDENT"
"812","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1975,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","GO",2011,"SERIOUS INCIDENT"
"813","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1970,"TPP","PRIVATE","LANDING","PRIVATE","GO",2011,"SERIOUS INCIDENT"
"814","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1977,"TPP","PRIVATE","CRUISE","PRIVATE","PA",2011,"ACCIDENT"
"815","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,0,0,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","GO",2011,"ACCIDENT"
